"ROW_NO","WAGES","EDUCATION","AGE","SEX","LANGUAGE"
"6979","6.69999980926514","12.1999998092651","17","Male","English"
"6980","25","13","62","Female","English"
"6981","15.0600004196167","13","44","Female","English"
"6982",,"8","74","Male","English"
"6983",,"12","41","Female","English"
"6984","14.3699998855591","12.5","29","Female","Other"
"6985","7.59999990463257","13","24","Male","English"
"6986","4.94000005722046","13.5","59","Male","English"
"6987",,"8.5","33","Female","English"
"6988","14","11","40","Male","English"
"6989","19.2000007629395","18.1000003814697","28","Male","English"
"6990",,"8","64","Female","Other"
"6991",,"15","62","Male","English"
"6992","21.0300006866455","11","41","Male","English"
"6993",,"14","28","Male","English"
"6994",,"16","23","Female","Other"
"6995","22.5599994659424","20","50","Female","Other"
"6996",,"8","80","Female","English"
"6997","21.4899997711182","12","44","Male","English"
"6998","21.7199993133545","16.5","29","Female","English"
"6999",,"7","59","Male","English"
"7000",,"11","18","Male","English"
"7001","10.1999998092651","18","35","Male","Other"
"7002","21.4500007629395","12","32","Male","French"
"7003","18.6800003051758","15","27","Male","English"
"7004","11.6400003433228","18.2000007629395","44","Female","English"
"7005",,"11","28","Female","English"
"7006","15.3599996566772","10","39","Female","English"
"7007","12.1499996185303","14","35","Male","English"
"7008","5","15.1999998092651","35","Female","English"
"7009","22","17","37","Female","English"
"7010",,"14","51","Male","English"
"7011",,"13","53","Female","English"
"7012","10.5","8.5","63","Male","English"
"7013",,"12","80","Female","English"
"7014","13.7299995422363","10","55","Male","English"
"7015",,"13","72","Male","English"
"7016","8.5","13.5","28","Female","French"
"7017","28.8600006103516","10","62","Male","Other"
"7018","10.4099998474121","17","23","Male","English"
"7019",,"11","64","Male","French"
"7020","19.0799999237061","14","34","Female","English"
"7021",,,"66","Male","English"
"7022","9.73999977111816","16.2999992370605","24","Female","English"
"7023",,"8","40","Male","French"
"7024",,"13","30","Female","English"
"7025",,"14","36","Female","English"
"7026","6.69999980926514","10","61","Female","English"
"7027","19","15.1000003814697","48","Female","English"
"7028","31.1900005340576","15","44","Male","English"
"7029",,,"16","Male","NA"
"7030","14.8100004196167","13.6000003814697","23","Male","Other"
"7031","8.8100004196167","14","40","Male","English"
"7032","18.2399997711182","15","31","Female","English"
"7033","20.8299999237061","11","40","Male","English"
"7034",,"8","78","Female","Other"
"7035",,"12","18","Female","English"
"7036",,,"59","Female","NA"
"7037","20.1599998474121","12","39","Male","French"
"7038",,"12","34","Female","English"
"7039","14","10","27","Male","English"
"7040","18.9400005340576","13","36","Female","English"
"7041","6.44999980926514","10","16","Male","English"
"7042","11.6700000762939","12","27","Female","English"
"7043","10.8299999237061","18","29","Male","English"
"7044",,"8","66","Female","English"
"7045",,"8","73","Female","English"
"7046",,"14","20","Male","English"
"7047",,,"40","Male","NA"
"7048","21.25","8","65","Male","Other"
"7049","8.92000007629395","12","42","Male","English"
"7050","11.0600004196167","12.5","32","Female","English"
"7051","14.3999996185303","12","60","Male","English"
"7052","17.2800006866455","18","33","Male","English"
"7053",,"9","68","Female","English"
"7054","12.8500003814697","14.1000003814697","27","Female","French"
"7055","29.8400001525879","14","28","Male","English"
"7056",,,"26","Male","NA"
"7057",,"8","21","Female","Other"
"7058",,"12","24","Female","English"
"7059",,"15.5","48","Female","English"
"7060",,"18.2999992370605","38","Female","English"
"7061",,"5","78","Female","Other"
"7062","19.2000007629395","12","37","Female","English"
"7277",,"12","20","Female","English"
"7278","19.2000007629395","18.5","27","Male","English"
"7279",,"6","72","Female","Other"
"7280","6.71000003814697","14.5","20","Female","English"
"7281",,"12.5","36","Male","English"
"7282","6.69999980926514","12","19","Male","English"
"7283","27.4300003051758","13","57","Male","English"
"7284","37.8899993896484","17","46","Male","English"
"7285","11.6800003051758","12","30","Female","English"
"7286",,"13","40","Female","English"
"7287",,"0","82","Female","Other"
"7288","31.7700004577637","17.7999992370605","35","Male","English"
"7289","6.92999982833862","13.5","21","Female","English"
"7290","8.5","4","49","Female","Other"
"7291",,"10","68","Male","English"
"7292","10.6000003814697","12","44","Female","English"
"7293","28.7999992370605","12.5","59","Male","English"
"7294","13.0699996948242","15","52","Male","English"
"7295","16.8999996185303","12","47","Female","English"
"7296",,"12","64","Male","English"
"7297","26.3999996185303","15","40","Female","English"
"7298",,"13","56","Male","French"
"7299",,"8","84","Male","Other"
"7300","10.8500003814697","19","25","Female","Other"
"7301",,"8","70","Male","English"
"7302","10.5500001907349",,"35","Male","English"
"7303",,"11","71","Male","English"
"7304",,"8","73","Male","English"
"7305","17.4400005340576","12","32","Male","English"
"7306","8.5","13","20","Female","English"
"7307",,"14","69","Female","English"
"7308",,"8","49","Female","Other"
"7309",,"12","63","Female","English"
"7310",,"10","62","Male","English"
"7311","12.5","11.5","35","Male","English"
"7312",,"5","68","Female","Other"
"7313",,"8","75","Male","Other"
"7314","12.2399997711182","8","65","Male","English"
"7315","13.6599998474121","15","31","Female","English"
"7316","26.0900001525879",,"49","Male","English"
"7317","23.5699996948242","12","58","Male","English"
"7318","16.7999992370605","18","44","Male","English"
"7319","19.9699993133545","9","53","Male","English"
"7320","32.4700012207031","17","47","Male","English"
"7321",,,"16","Male","NA"
"7322","8.57999992370605","12","21","Male","English"
"7323","15.7200002670288","14","33","Female","English"
"7324",,"11","57","Female","Other"
"7325",,"16","93","Male","English"
"7326",,"13.3000001907349","30","Male","French"
"7327","7.5","18.6000003814697","26","Male","English"
"7328","12.3800001144409","12.5","32","Female","English"
"7329",,,"58","Male","Other"
"7330",,"13.1000003814697","32","Male","English"
"7331","18.4599990844727","8.5","57","Male","English"
"7332",,"8","68","Female","French"
"7333",,"0","66","Female","Other"
"7334","25","16","40","Female","English"
"7335",,"5","78","Male","Other"
"7336","32.6399993896484","12","33","Male","English"
"7337",,"8","74","Male","English"
"7338","7.09999990463257","9.60000038146973","19","Male","English"
"7339",,"6","75","Female","English"
"7340","8.39999961853027","12","24","Female","English"
"7341","10.3999996185303","12","19","Male","English"
"7342",,"10","70","Male","English"
"7343","11.5200004577637","10.5","47","Male","English"
"7344",,"10","58","Female","English"
"7345",,"8","71","Male","Other"
"7346","6.76000022888184","14","20","Female","English"
"7347",,"12","36","Female","Other"
"7348",,"17","40","Female","English"
"7349","29.5","11","17","Female","English"
"7350","18.3500003814697","13.6999998092651","41","Female","English"
"7351",,"2","86","Female","Other"
"7352","6","15","20","Male","French"
"7353","18","13","34","Female","English"
"7354","19","12","34","Male","French"
"7355",,"17","47","Male","Other"
"7356","34.310001373291","18","48","Male","English"
"7357","8.63000011444092","13","25","Female","English"
"7358","7","12","18","Male","English"
"7359",,"9","68","Male","English"
"7360",,"17","30","Female","English"
"7361",,"10","81","Female","English"
"7362","15.3599996566772","15","35","Female","English"
"7363",,"12","65","Male","French"
"7364",,"10","16","Male","English"
"7365",,"8","48","Male","English"
"7366","6.84999990463257","9","35","Female","English"
"7367","6.1399998664856","10.5","19","Female","English"
"7368",,"14","66","Female","English"
"7369","16.2999992370605","15","42","Male","English"
"7370","26.8799991607666","12","42","Male","English"
"7371",,"12","71","Female","English"
"7372",,"10","69","Male","English"
"7373","6.57000017166138","13.5","28","Female","English"
"7374","20.6000003814697","20","30","Female","NA"
"7375","10.5","12","44","Male","English"
"7376",,"8","56","Female","French"
"7377",,,"17","Female","NA"
"7378",,"11","76","Male","English"
"7379",,"8","89","Female","Other"
"7380","6.90000009536743","12","42","Female","English"
"7381","26.75","12","56","Male","English"
"7382",,"14","78","Male","Other"
"7383",,"12","66","Female","English"
"7384",,"9","51","Female","English"
"7385",,"14","69","Male","English"
"7386",,"10","42","Male","English"
"7387",,"8","66","Female","English"
"7388",,"12","62","Male","Other"
"7389","41.2799987792969","14","36","Male","French"
"7390",,"9","54","Male","English"
"7391",,"17.5","29","Male","French"
"7392","3.34999990463257","7.5","37","Male","Other"
"7393","10","12","37","Female","English"
"7394","13.0799999237061","13","52","Female","Other"
"7395","7.5","12","18","Female","English"
"7396",,"5","82","Male","Other"
"7397","12","13","38","Female","English"
"7398","27.5900001525879","19","33","Male","Other"
"7399",,"15","59","Male","Other"
"7400",,"13","26","Female","English"
"7401","5.75","14","21","Female","English"
"7402",,"5","79","Male","Other"
"7403",,"8","86","Female","English"
"7404",,"17","66","Male","English"
"7405",,"13","37","Female","English"
"7406","10","12","26","Male","French"
"7407",,"10","46","Female","French"
"7408","23.5699996948242","12.1000003814697","44","Male","English"
"7409",,"10.6000003814697","55","Female","Other"
"7410","19.2000007629395","12","67","Male","English"
"7411",,"15","78","Female","French"
"7412",,"12","53","Male","English"
"7413","14.0699996948242","9","32","Male","Other"
"7414","5.59999990463257","12","37","Female","English"
"7415",,"11","75","Female","English"
"7416","16.6599998474121","8","61","Female","English"
"7417",,"14.5","67","Male","Other"
"7418","6.80000019073486","13.1000003814697","20","Male","English"
"7419","22.9799995422363","14","39","Male","NA"
"7420",,"13.5","56","Female","French"
"7421",,"8","73","Male","Other"
"7422","30.4899997711182","16","52","Male","Other"
"7423","22","15","41","Male","Other"
"7424","11.8500003814697","11","47","Female","English"
"7425","23","14","30","Male","English"
"7063","8.39999961853027","13.5","43","Female","Other"
"7064","14.0299997329712","20","59","Male","French"
"7065",,"9","67","Male","English"
"7066",,"10","30","Male","French"
"7067",,"15","86","Female","English"
"7068",,"8","47","Female","English"
"7069","23.0400009155273","20","36","Female","English"
"7070","15.3599996566772","14.3999996185303","28","Male","English"
"7071",,"8","67","Female","English"
"7072",,"11","17","Male","NA"
"7073",,"8","84","Female","English"
"7074","12.7200002670288","16","24","Female","English"
"7075",,"18","27","Male","Other"
"7076","32.6399993896484","9","53","Male","English"
"7077",,"0","61","Female","Other"
"7078","31.1499996185303","14.5","44","Female","English"
"7079","15.5699996948242","13.5","30","Male","English"
"7080",,"12","20","Male","English"
"7081",,"8","89","Male","English"
"7082","17.8500003814697","12.5","54","Female","English"
"7083",,"19","27","Male","English"
"7084","14.25","12","36","Male","French"
"7085","15","13.5","38","Male","English"
"7086","9.75",,"47","Female","Other"
"7087","15.3100004196167","15","32","Female","Other"
"7088",,"12","43","Male","English"
"7089","12","12.5","49","Female","English"
"7090","13.960000038147","13.5","40","Male","English"
"7091",,"8","55","Female","English"
"7092",,"10","59","Male","French"
"7093","15","4","53","Male","Other"
"7094","30.5900001525879","14.5","32","Male","English"
"7095","18.3299999237061","14","29","Female","English"
"7096","11.25","12","60","Male","English"
"7097",,,"27","Female","English"
"7098","7","12","18","Female","Other"
"7099",,"13","31","Male","English"
"7100","3.25999999046326","11.5","37","Male","French"
"7101","15","10","42","Male","English"
"7102",,"12.5","65","Male","English"
"7103","19","14","33","Male","English"
"7104",,"12","32","Female","English"
"7105",,"14","26","Female","English"
"7106","29.7600002288818","9","51","Male","English"
"7107",,"11","66","Male","English"
"7108",,"12","62","Female","English"
"7109",,"19","55","Male","Other"
"7110","6.73999977111816","11.6000003814697","18","Female","English"
"7111","8","12","22","Female","English"
"7112","12.6700000762939","12","33","Male","Other"
"7113",,"14","72","Female","English"
"7114",,"11","69","Female","English"
"7115","13.7700004577637","13.5","27","Female","NA"
"7116","14.460000038147","13.5","39","Male","English"
"7117",,"16.2999992370605","29","Male","English"
"7118","12","13","33","Male","French"
"7119","29.4400005340576","16","50","Male","English"
"7120",,"4","56","Male","Other"
"7121",,"17","66","Male","English"
"7122","23.7900009155273","17.6000003814697","32","Female","English"
"7123","9","10","54","Female","English"
"7124",,"15","81","Female","English"
"7125","24","15","46","Male","Other"
"7126","8.56999969482422","12.8000001907349","31","Female","English"
"7127",,"12.5","53","Female","English"
"7128","7.25","12","53","Female","English"
"7129","6.25","9","44","Female","Other"
"7130","12","8","42","Male","English"
"7131",,"14","69","Female","English"
"7132",,"10","64","Male","Other"
"7133",,"13","38","Female","NA"
"7134",,"9","70","Female","English"
"7135",,"10","69","Male","English"
"7136","28.8299999237061","14","37","Female","English"
"7137",,"12.5","23","Male","English"
"7138","19.0200004577637","12","38","Male","English"
"7139","14","12","29","Female","English"
"7140",,"11","57","Female","English"
"7141",,"14","56","Male","Other"
"7142","17","12.3000001907349","40","Female","English"
"7143","8.69999980926514","16.2999992370605","22","Male","English"
"7144",,,"34","Male","English"
"7145",,"14.5","34","Male","English"
"7146",,"8","73","Male","English"
"7147",,"13.5","33","Male","English"
"7148","18.2199993133545","6","28","Male","English"
"7149",,"11","47","Female","English"
"7150",,"10","84","Female","English"
"7151",,"13","73","Male","English"
"7152","16.8400001525879","15","47","Female","English"
"7153","6.94999980926514","14.5","20","Male","English"
"7154",,"13","32","Female","English"
"7155","9.72999954223633","14","49","Female","English"
"7156",,"16.6000003814697","25","Male","English"
"7157",,"18","46","Male","English"
"7158","18.25","12.5","41","Female","English"
"7159","23.1399993896484","13","43","Male","English"
"7160","12.3999996185303","16.5","24","Female","English"
"7161",,"8","51","Female","French"
"7162","7.46999979019165","10","32","Female","English"
"7163","3.83999991416931","13","32","Male","English"
"7164","8.5","12","36","Female","English"
"7165",,"13","18","Female","English"
"7166",,"10","16","Male","English"
"7167","7.61999988555908","15","24","Male","English"
"7168","11.6499996185303","13.3000001907349","22","Male","English"
"7169","18.6499996185303","17","42","Male","English"
"7170",,"13","47","Female","English"
"7171",,"12","71","Female","Other"
"7172","38.4000015258789","19","37","Male","English"
"7173",,"10.5","34","Female","Other"
"7174","22","16","28","Female","English"
"7175",,"8","68","Male","English"
"7176","17","10.5","42","Female","English"
"7177",,"12","74","Female","English"
"7178",,"12","71","Male","English"
"7179",,"0","82","Female","English"
"7180","25.7900009155273","19","41","Female","English"
"7181","24.7099990844727",,"43","Female","NA"
"7182","16","9","42","Female","English"
"7183","16.2999992370605","16","30","Male","Other"
"7184","15.3599996566772","14","43","Male","English"
"7185",,"14.5","60","Female","English"
"7186",,"13","73","Female","English"
"7187",,"15","26","Male","Other"
"7188",,"10","48","Male","English"
"7189",,"12","70","Male","English"
"7190","15","15","32","Female","English"
"7191",,"16.5","68","Male","Other"
"7192","23","6","57","Male","Other"
"7193",,"14","63","Male","English"
"7194","14.289999961853","18","34","Male","English"
"7195","21.75","13","34","Female","English"
"7196",,"5","67","Female","Other"
"7197","9","8","27","Male","English"
"7198","17","12.5","37","Male","Other"
"7199",,"15","66","Male","English"
"7200","11.9399995803833","11.6000003814697","20","Female","English"
"7201","11.3999996185303","8","37","Female","Other"
"7202",,"15","86","Female","English"
"7203",,"12","33","Male","English"
"7204",,"16","31","Male","English"
"7205",,"15","38","Male","English"
"7206","22.5599994659424","12.5","31","Male","English"
"7207",,"9","60","Female","English"
"7208","28.6700000762939","19","35","Male","English"
"7209","16.6599998474121","11","53","Female","Other"
"7210","6.69999980926514","14.5","20","Female","English"
"7211",,"12","60","Male","English"
"7212",,"8","79","Female","English"
"7213","19.2800006866455","10","49","Male","English"
"7214",,,"45","Male","English"
"7215",,"12","67","Male","Other"
"7216","10.4399995803833","10","69","Female","English"
"7217","12.0699996948242","13","43","Female","English"
"7218","25.6000003814697","16","52","Female","English"
"7219","27.1399993896484","18","30","Female","English"
"7220",,"20","84","Male","English"
"7221",,"6","37","Female","English"
"7222",,"10","79","Female","English"
"7223",,"12","82","Male","English"
"7224","22.2199993133545","15","47","Female","French"
"7225","17.5499992370605",,"24","Male","English"
"7226","29.7600002288818","12","51","Male","English"
"7227","30.3799991607666","12","41","Male","English"
"7228",,,"72","Female","NA"
"7229","12","12","61","Female","English"
"7230","27.3600006103516","17","42","Male","Other"
"7231",,"14","46","Male","English"
"7232","4.57999992370605","12.5","37","Male","English"
"7233","33.5999984741211","11","53","Male","English"
"7234","13","10","33","Male","English"
"7235","12.6099996566772","12","25","Male","English"
"7236","12.5500001907349","10","43","Male","English"
"7237","13.2799997329712","12","33","Female","English"
"7238","21.9799995422363","20","34","Female","English"
"7239",,,"16","Female","NA"
"7240","19.8299999237061","13.5","49","Female","French"
"7241","6","17","32","Female","Other"
"7242","12","14","25","Female","Other"
"7243",,"12","62","Male","English"
"7244","14.7399997711182","13.5","34","Female","English"
"7245","14.8000001907349","13","37","Female","English"
"7246","17.7999992370605","12","30","Male","English"
"7247",,"11","58","Female","English"
"7248","7.53000020980835","12.5","31","Female","English"
"7249",,"16","37","Male","English"
"7250",,"9","61","Female","Other"
"7251","14.8000001907349","11","36","Male","English"
"7252","44.25","14","20","Female","English"
"7253","24.9200000762939","19.3999996185303","54","Female","English"
"7254",,"17","71","Male","English"
"7255","14.0500001907349",,"32","Male","English"
"7256",,"10","25","Female","Other"
"7257",,"12","49","Male","French"
"7258",,"10.5","49","Female","Other"
"7259","9","11","20","Female","English"
"7260","5.80000019073486","12.5","40","Female","English"
"7261",,"8.5","87","Male","English"
"7262","18.6299991607666","11","36","Male","English"
"7263","21.7600002288818","18","55","Male","English"
"7264","10","15.3000001907349","21","Female","French"
"7265","18.9200000762939","11","54","Male","Other"
"7266","12","12","48","Female","Other"
"7267","16.9300003051758","15.3000001907349","27","Female","English"
"7268","12","13.5","24","Female","English"
"7269","18.9200000762939","15","32","Male","Other"
"7270","6.76999998092651","14","19","Female","English"
"7271",,"13","72","Female","English"
"7272",,"16","31","Male","French"
"7273",,"13.5","63","Male","English"
"7274","5.48000001907349","10.8000001907349","16","Male","English"
"7275",,"10","85","Female","English"
"7276",,,"67","Male","English"
"6000","28.3199996948242","17","46","Female","English"
"6001",,"3","40","Male","English"
"6002","30.7199993133545","20","36","Male","Other"
"6003","22.1700000762939","16.7999992370605","24","Female","Other"
"6004","6.90000009536743","14","20","Male","English"
"6005",,"12","46","Female","English"
"6006","12.75","10.5","41","Female","English"
"6007",,"10","48","Female","English"
"6008",,"16.8999996185303","24","Female","English"
"6009","12.210000038147","11","30","Male","English"
"6010","7.65000009536743","12","53","Female","English"
"6011","8.31999969482422","18","25","Female","English"
"6012",,"12.5","35","Female","English"
"6013","7.11999988555908","16.5","23","Male","English"
"6014","12.5","15","45","Female","Other"
"6015","18.9200000762939","19","52","Male","English"
"6016",,"12","30","Female","English"
"6017",,"8","71","Male","NA"
"6018",,"14.5","21","Male","English"
"6019",,"12","29","Male","English"
"6020",,"0","82","Female","Other"
"6021","10","18.2999992370605","23","Male","English"
"6022","7","13","18","Male","English"
"6023","11.5","11.3000001907349","21","Male","French"
"6024","17.9200000762939","13.1000003814697","39","Female","English"
"6025",,"4.59999990463257","20","Male","English"
"6026",,"17","81","Female","English"
"6027",,"17","73","Female","English"
"6028",,"15","45","Female","English"
"6029",,"16","67","Female","English"
"6030","15.3599996566772","12","37","Female","French"
"6031","6.69999980926514","13.1000003814697","42","Female","English"
"6032","14.210000038147","12","32","Male","English"
"6033",,"13.5","37","Female","French"
"6034",,"7","77","Female","English"
"6035","14.6099996566772","10","51","Male","French"
"6036","15","3","59","Male","Other"
"6037","8.56999969482422","13.8000001907349","31","Female","French"
"6038","13.75","11","30","Male","English"
"6039","13.9200000762939","12","59","Female","English"
"6040","6.69999980926514","13.8999996185303","59","Male","English"
"6041","20.9099998474121","12.5","41","Female","English"
"6042","32.1599998474121","12","43","Male","English"
"6043","11","14","30","Female","Other"
"6044","13.710000038147","13.3000001907349","45","Female","English"
"6045","17.8899993896484","14","25","Female","English"
"6046","10.9700002670288","16","26","Male","English"
"6047","16.4699993133545","12","34","Female","English"
"6048","15.1000003814697","14.1000003814697","27","Female","English"
"6049","3.1800000667572","20","35","Male","French"
"6050",,"12.5","24","Male","English"
"6051","8.21000003814697","14","32","Female","English"
"6052","14.3999996185303","16","41","Female","English"
"6053","9.90999984741211","15","39","Female","French"
"6054",,"0","80","Female","Other"
"6055",,"16","62","Female","English"
"6056",,"8.60000038146973","22","Female","English"
"6057",,,"16","Male","NA"
"6058",,"10","70","Male","English"
"6059",,"13","19","Female","English"
"6060",,"9.5","41","Female","English"
"6061","10.8100004196167","12","62","Female","English"
"6062",,"16","40","Male","English"
"6063",,"8","66","Female","English"
"6064","13","12","39","Female","English"
"6065",,"19","52","Male","English"
"6066",,"12","34","Female","French"
"6067","8.69999980926514","12","26","Female","English"
"6068",,"19","51","Male","English"
"6069","29.0100002288818","14","41","Male","English"
"6070",,"5","67","Female","Other"
"6071","16.9599990844727","12","26","Female","French"
"6072","7.15000009536743","11.8999996185303","18","Female","English"
"6073","15.7600002288818","16","63","Female","English"
"6074","10.2600002288818","9","32","Female","English"
"6075","7","12","18","Female","English"
"6076","25.7399997711182","13","34","Male","Other"
"6077",,"13","76","Male","English"
"6078","26.7199993133545","18","46","Female","English"
"6079","8.64000034332275","16","39","Female","English"
"6080",,"8","74","Female","Other"
"6081",,"14","48","Female","Other"
"6082","10.5900001525879","8","22","Male","English"
"6083",,"8","54","Female","Other"
"6084","24.6700000762939",,"44","Female","English"
"6085","8.31999969482422","11","30","Female","English"
"6086","11.5200004577637","13","67","Male","English"
"6087","45.1199989318848","8","53","Male","English"
"6088","9.69999980926514","15","29","Male","English"
"6089",,"20","71","Female","English"
"6090","25.4799995422363","13","56","Female","English"
"6091",,"12","82","Male","English"
"6092",,"17","35","Female","English"
"6093","33.5999984741211","16","40","Male","English"
"6094",,"13","41","Female","English"
"6095",,"6","68","Female","Other"
"6096","18.9200000762939",,"54","Male","NA"
"6097","17.2800006866455","15","30","Female","English"
"6098","23.0400009155273","20","44","Female","English"
"6099","6.69999980926514","12","43","Female","English"
"6100",,"4","55","Male","French"
"6101","6.34999990463257","12.8000001907349","22","Male","English"
"6102","31.2000007629395","18","48","Male","English"
"6103",,"8","79","Female","English"
"6104","30.7000007629395","14","44","Male","Other"
"6105","12.5699996948242","20","47","Female","English"
"6106","11.6499996185303","8","63","Male","English"
"6107","8.22999954223633","15","21","Female","English"
"6108",,"8","75","Female","English"
"6109",,"10","53","Male","English"
"6110",,"9","49","Male","English"
"6111",,"10","67","Male","Other"
"6112","18.2099990844727","19","30","Female","French"
"6113",,"9","32","Female","English"
"6114","17.8999996185303","9","38","Male","English"
"6115","23.4799995422363","16","44","Female","English"
"6116",,"12","76","Female","English"
"6117",,"14","70","Male","English"
"6118","8.64999961853027","13","19","Male","English"
"6119","6.25","11","17","Female","English"
"6120","32.3400001525879","16","51","Female","English"
"6121","22.5699996948242","15","57","Male","French"
"6122","19","14.5","39","Male","English"
"6123",,"11.5","60","Male","English"
"6124",,"14","41","Male","English"
"6125",,"13","63","Female","English"
"6126","25.8899993896484",,"35","Female","NA"
"6127",,"9","78","Female","Other"
"6128","18","15","24","Female","French"
"6129",,"15","64","Female","English"
"6130","6.34999990463257","12","17","Male","English"
"6131","13.4399995803833","12","51","Female","English"
"6132","15.8900003433228","14","42","Male","English"
"6133","15.8000001907349","6","30","Male","French"
"6134","4.80000019073486",,"33","Male","French"
"6135","17.7600002288818","18.1000003814697","28","Female","Other"
"6136","11","15","31","Male","English"
"6137","15.4099998474121",,"27","Female","English"
"6138",,"8","80","Female","English"
"6139",,"14.3000001907349","32","Female","English"
"6140","16.3999996185303","13.5","59","Female","English"
"6141",,"4","85","Female","Other"
"6142","23.0400009155273","12.5","24","Female","English"
"6143",,"10.8000001907349","18","Male","English"
"6144",,"15","37","Male","English"
"6145",,"10","35","Male","English"
"6146","6.71000003814697","12","29","Female","English"
"6147",,"11","82","Male","English"
"6148","18.25","15.5","37","Male","English"
"6149",,"14","33","Male","English"
"6150","14.960000038147","12","46","Male","Other"
"6151","10.5","9","62","Male","English"
"6152",,"10","82","Female","English"
"6153",,"11","80","Female","English"
"6154",,"14","60","Female","Other"
"6155",,"12","54","Female","English"
"6156",,,"82","Female","English"
"6157","13.4799995422363","17.5","38","Female","English"
"6158",,"10","64","Male","English"
"6159","28.3199996948242","14.1000003814697","44","Male","Other"
"6160",,"13","23","Male","English"
"6161","8.03999996185303","16","22","Female","English"
"6162","6.86999988555908","13","19","Female","English"
"6163",,"16","69","Female","English"
"6164",,"10","57","Female","English"
"6165","6.76000022888184","12.1000003814697","20","Male","English"
"6166","38.4000015258789","17","49","Male","English"
"6167","22","11","27","Male","French"
"6168","18.4200000762939","19","27","Female","English"
"6169",,"12","50","Female","English"
"6170","6.80000019073486","12","38","Female","Other"
"6171","23","12","36","Male","French"
"6172","8","10.5","47","Female","French"
"6173",,"11","69","Female","English"
"6174",,"8.5","70","Female","English"
"6175","19","13","28","Male","French"
"6176",,"14","74","Female","Other"
"6177",,,"50","Female","Other"
"6178","13.5699996948242","11","43","Male","English"
"6179",,"12","85","Female","French"
"6180","18.4099998474121","13.3000001907349","47","Female","English"
"6181","15","14","28","Female","English"
"6182",,"12","19","Female","Other"
"6183","24","10","46","Male","English"
"6184",,"12","26","Female","English"
"6185","12.5","11.5","42","Male","English"
"6186","19","14.1999998092651","53","Male","English"
"6187",,"16","38","Male","English"
"6188",,"12","40","Male","English"
"6189",,"11","49","Female","English"
"6190","10.5","12.5","19","Female","English"
"6191","21.6000003814697","15","36","Male","English"
"6192",,"12","69","Male","English"
"6193","11.039999961853","13","44","Female","Other"
"6194","10.3999996185303","12","31","Male","English"
"6195","17.7700004577637","15","31","Female","English"
"6196",,"11.8000001907349","21","Male","English"
"6197","28","14","44","Male","English"
"6198","6.84999990463257","10","16","Female","English"
"6199","6.65000009536743","14","20","Female","English"
"6200",,"11","21","Male","English"
"6201","25.9500007629395","16","51","Female","English"
"6202",,"11","27","Male","English"
"6203",,"10","16","Male","English"
"6204",,"8","74","Male","French"
"6205",,"5","70","Male","English"
"6206","21.1200008392334","14","46","Male","English"
"6207","14.7200002670288","12.5","25","Male","English"
"6208",,"14","21","Female","English"
"6209",,"15","67","Female","English"
"6210",,"15","72","Female","English"
"6211","7.61999988555908","12.5","38","Male","English"
"6212","14.3400001525879","14","32","Female","French"
"6213",,"8","27","Male","Other"
"6214","12.5","8","31","Female","English"
"6215","10","14","19","Male","French"
"6216","8.5","6.40000009536743","65","Female","Other"
"6217",,"13","62","Male","Other"
"6218","24.8400001525879","9","32","Male","English"
"6219","26.3299999237061","16","31","Female","English"
"6220","15.3599996566772","12","30","Male","English"
"6221",,"15","34","Male","English"
"6222","16.3199996948242","13","54","Female","English"
"6223","23.8099994659424",,"45","Female","English"
"6224","11.5","16.7000007629395","29","Male","English"
"6225","14.8000001907349","11.5","33","Female","English"
"6226",,,"65","Male","Other"
"6227",,"12","43","Female","English"
"6228","26.8799991607666","10","36","Male","English"
"6229","13.25","11","46","Male","English"
"6230","16.3999996185303","15","30","Male","English"
"6231",,"11","51","Male","English"
"6232","6.75","12.1999998092651","21","Male","English"
"6233",,"8.5","51","Female","English"
"6234","19.6399993896484","17.2999992370605","43","Male","English"
"6235","7.75","17.2999992370605","35","Female","English"
"6236","6.34000015258789","3","16","Female","English"
"6237","15.7700004577637","12.5","32","Male","English"
"6238",,"9","55","Male","Other"
"6239",,"3","80","Male","French"
"6240","15.710000038147","15","49","Female","English"
"6241",,"7","74","Female","English"
"6242",,"17","24","Female","English"
"6243",,"12","38","Male","English"
"6244",,"8","82","Female","English"
"6245","19","10","48","Male","English"
"6246",,"10","59","Male","English"
"6247",,"16","30","Female","English"
"6248","11.0699996948242","15.3000001907349","24","Female","English"
"6249","18.3299999237061","13","32","Male","English"
"6250",,"8","77","Male","Other"
"6251","6.25","17","45","Female","English"
"6252","6.5","9","16","Male","English"
"6253","14.3999996185303","10","59","Male","English"
"6254",,"10","73","Female","English"
"6255","19.5","16","45","Female","English"
"6256",,"12","42","Female","English"
"6257",,"19","46","Female","English"
"6258","45.2200012207031","12.5","67","Female","English"
"6259","17.8400001525879","14.1999998092651","33","Male","English"
"6260","17.7600002288818","12","44","Male","English"
"6261","15","17","26","Male","English"
"6262","7.09999990463257","12","40","Female","English"
"6263",,"11","42","Male","English"
"6264",,"14","72","Female","English"
"6265",,"11","70","Female","English"
"6266","21","14","54","Male","Other"
"6267","25.6000003814697","17","34","Female","English"
"6268","8","10","32","Male","English"
"6269","9","8","66","Male","Other"
"6270",,"7","32","Female","English"
"6271",,"9","64","Male","English"
